"";"paste";"dotmusic";"bostonglobe";"filter";"independent";"revolver";"blabbermouth";"blare";"rapreviews";"kerrang";"times";"q";"yahoo";"ign";"roughstock";"allmusic";"austinchronicle";"drownedinsound";"stylus";"slant";"usatoday";"metalhammer";"about";"americansongwriter";"djbooth";"vibe";"prefix";"phoenix";"beatsperminute";"rollingstone";"digitalspy";"e";"fly";"entertainment";"robertchristgau";"observer";"xxl";"mojo";"chicagotribune";"now";"absolutepunk";"nme";"rocksound";"noripcord";"consequenceofsound";"newyorktimes";"hotpress";"cokemachineglow";"chartattack";"popmatters";"skinny";"underradar";"hiphopdx";"melodic";"dusted";"punknews";"countryweekly";"villagevoice";"musicbox";"billboard";"thisisfakediy";"people";"blender";"uncut";"playlouder";"tinymixtapes";"clash";"guardian";"artistdirect";"dailytelegraph";"musicomh";"exclaim";"onethirtybpm";"washingtonpost";"bbc";"a";"sputnikmusic";"urb";"rollingstonealbumguide";"rockfeedback";"pitchforkmedia";"virgin";"losangelestimes";"entertainmentweekly";"msnmusic";"okayplayer";"spin";"alternativepress"
"http://dbpedia.org/resource/Calling_the_World";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"0.89";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/No_Mundane_Options";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/We,_the_Vehicles";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.78";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Sharpen_Your_Teeth";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.73";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Don't_Give_Up_on_Me";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/If_On_a_Winter's_Night...";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Godspeed_on_the_Devil's_Thunder";"";"";"";"";"";"";"0.8";"";"";"0.8";"";"";"";"0.72";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Minimum-Maximum";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.8";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"1";"";"";"";"";"0.9";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Tight_Connection";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Woman_King";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.85";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Shadow_of_an_Empire";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"0.8";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Here's_the_Tender_Coming";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";""
"http://dbpedia.org/resource/Seven_Swans";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.8099999999999999";"";"";"";"";"";"0.85";""
"http://dbpedia.org/resource/30_Seconds_to_Mars_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"0.8";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"1"
"http://dbpedia.org/resource/Bon_Iver,_Bon_Iver";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.5";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"0.95";"";"0.75";"0.9";"";"";"0.8";""
"http://dbpedia.org/resource/Ten_Stories";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/I_Am_the_Fun_Blame_Monster!";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"0.8500000000000001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8699999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Ga_Ga_Ga_Ga_Ga";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.6";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";"";"0.85";"";"";"0.9";"0.8500000000000001";"";"0.8";""
"http://dbpedia.org/resource/Live_Like_You_Were_Dying";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.875";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"0.8";"";"";"";""
"http://dbpedia.org/resource/New_Amerykah_Part_Two_(Return_of_the_Ankh)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.8";"";"0.875";"0.9";"";"";"0.8";""
"http://dbpedia.org/resource/Sad_Sappy_Sucker";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"0.7";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Money_Store_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"1.0";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"0.9";"";"";"";"";"";"";"";"1";"0.8500000000000001";"";"";"";"";"0.8699999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Winter_Hymn_Country_Hymn_Secret_Hymn";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/The_Seldom_Seen_Kid";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.9";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";"";"0.78";"";"";"";"";"";"0.8";""
"http://dbpedia.org/resource/Back_on_My_B.S.";"";"";"";"";"";"";"";"";"0.75";"";"";"";"";"0.72";"";"0.6";"";"";"";"0.4";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.625";"0.75";"";"";"0.5";""
"http://dbpedia.org/resource/The_Stage_Names";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.8";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.7";"";"";"";"1";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"";"";"0.8699999999999999";"";"";"";"";"";"";""
"http://dbpedia.org/resource/L'Enfant_Sauvage_(album)";"";"";"";"";"";"";"0.95";"";"";"0.8";"";"";"";"";"";"0.7";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"1";"0.9";"";"";"";"";"0.8099999999999999";"";"";"";"";"";"0.8";"0.8"
"http://dbpedia.org/resource/Taking_Chances";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.5";"0.75";"";"0.6";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";""
"http://dbpedia.org/resource/Ravedeath,_1972";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"1.0";"";"";"";"1";"0.85";"";"";"";"";"0.86";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Lesser_Matters";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/GhostDeini_the_Great";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Twisted_Tenderness";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Music_for_Cougars";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"";"";"";""
"http://dbpedia.org/resource/Fan_Dance_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Up_on_the_Ridge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.9";"";"";"";"0.7";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"0.9";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Theology_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"0.4";"";"";"0.6";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"1";"";"";"0.6";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";""
"http://dbpedia.org/resource/Veckatimest";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"0.75";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"0.9";"";"";"";"";"";"0.8";""
"http://dbpedia.org/resource/Cripple_Crow";"";"";"";"0.86";"";"";"";"";"";"";"";"0.8";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"0.8400000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Apologies_to_the_Queen_Mary";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"1.0";"";"";"";"0.9199999999999999";"";"0.875";"0.8500000000000001";"";"";"";"0.8"
"http://dbpedia.org/resource/Engineers_(Engineers_album)";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.7";"0.7";"0.8";"0.8500000000000001";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.72";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Generation_Freakshow_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Free_Somehow";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/New_History_Warfare_Vol._2:_Judges";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.87";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.82";"";"";"";"";"";"";""
"http://dbpedia.org/resource/America's_Sweetheart_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"0.9";"0.9";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"0.9";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.4";"";"";"";"";"";"0.8";""
"http://dbpedia.org/resource/Red_Carpet_Massacre";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"0.38";"";"";"";"";"";"0.6";""
"http://dbpedia.org/resource/I_Created_Disco";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"0.8";"";"0.1";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"1";"";"";"";"";"";"0.37";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Tarot_Sport";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.9";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"0.8";"";"0.8";"";"";"";"";"1";"";"";"";"";"";"0.9";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Studio_150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Mirrored";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"1.0";"";"";"";"";"";"";"";"0.8";"";"";"";"";"0.9099999999999999";"";"";"";"0.8";"";"0.8";""
"http://dbpedia.org/resource/Melodia_(album)";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.5";"";"0.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"0.4";"";"";"";"";"1";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";""
"http://dbpedia.org/resource/Concrete_Rose";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"0.4";"0.625";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"0.5";"";"";"0.4";"";"";"";"";"0.4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.375";"0.7";"";"";"";""
"http://dbpedia.org/resource/We_Are_Monster";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8400000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/03/07%E2%80%9309/07";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.7";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8300000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/If_Only_You_Were_Lonely";"";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"0.8";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"0.3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6499999999999999";"";"";"";"";"";"";"";"0.8500000000000001";"";"";"0.7";"0.7"
"http://dbpedia.org/resource/Mama's_Gun";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"0.8";"0.7";"";"";"0.8";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.75";"0.8";"";"";"";""
"http://dbpedia.org/resource/Black_Tambourine_(album)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8300000000000001";"";"";"";"";"";"";""
"http://dbpedia.org/resource/Only_Built_4_Cuban_Linx..._Pt._II";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"0.9";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"0.8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.9";"1.0";"0.9";"";"";"0.8800000000000001";"";"0.875";"";"";"";"";""
"http://dbpedia.org/resource/Better_Than_Heavy";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/One_Soul_Now";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"http://dbpedia.org/resource/At_Night_We_Live";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"0.9"
